,Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price
660,50 Park Lane,Islington,1,3,-1.475636456,-0.893609354,0,1,2,0,3,2,0,3,0,1,-1.511883309
661,193 Piccadilly Circus,Kensington,5,1,-0.458871289,-1.513095907,1,1,3,0,1,2,1,0,0,2,-0.321770967
662,76 Bond Street,Westminster,2,3,-0.355471442,0.41419559301069864,1,1,2,1,2,2,0,1,1,0,0.5474889075227125
663,44 Oxford Street,Westminster,2,2,1.3506260400751022,-0.446202398,1,0,2,2,3,0,0,1,0,0,1.6411179543702483
664,11 Piccadilly Circus,Islington,2,2,-0.114205131,-0.30853872,1,0,2,1,3,0,1,0,3,0,-0.142002564
665,79 Strand,Greenwich,3,3,1.1610596531711157,1.1025139860488353,1,1,1,1,0,2,0,4,1,0,0.3745471522992154
666,52 Park Lane,Marylebone,4,1,0.058127948,-1.27218447,1,1,2,2,2,2,3,3,0,2,-0.005469599
667,69 Park Lane,Soho,2,2,-1.510103071,-0.2741228,1,0,3,2,3,0,2,4,2,0,-1.304353203
668,164 Bond Street,Soho,4,1,-0.855237371,0.48302743231451234,1,1,2,2,0,1,2,0,0,1,-0.820116288
669,43 Regent Street,Soho,2,3,-0.269304903,-0.102043202,0,0,3,1,2,1,0,3,0,2,0.040041389
670,18 Bond Street,Notting Hill,1,1,-0.993103834,-1.547511827,1,1,3,1,2,1,1,2,0,0,-0.419619592
671,7 Baker Street,Greenwich,2,1,0.437260721,-0.411786479,0,1,3,1,0,0,2,1,3,2,-0.103318224
672,122 Piccadilly Circus,Notting Hill,1,3,0.092594563,-1.031273032,1,1,2,1,2,0,1,0,0,2,0.7272573109787162
673,83 King's Road,Notting Hill,2,2,0.351094182,1.6875846201312517,0,1,2,0,1,2,2,4,0,0,-0.031259539
674,193 King's Road,Marylebone,4,1,0.9370266504664045,0.070036396,0,0,1,1,1,2,0,3,0,0,1.3871666401210077
675,79 Strand,Soho,2,1,1.6091256585805382,-1.031273032,1,0,3,1,3,1,0,2,0,2,1.7762855893738763
676,60 Piccadilly Circus,Westminster,2,2,-0.217604979,1.5155050218717174,0,1,1,1,0,0,0,0,0,2,0.7113284651028677
677,120 Oxford Street,Kensington,1,3,-0.303771518,0.551859272,1,1,2,2,3,0,0,0,0,2,0.18840721049287248
678,104 Bond Street,Chelsea,2,2,-0.975870526,-0.067627282,1,0,2,0,1,0,0,2,1,0,-0.683583324
679,135 King's Road,Camden,5,3,1.2299928847725654,-0.033211362,1,0,2,0,1,0,0,2,0,0,0.084793481
680,94 King's Road,Camden,5,2,0.781926879,0.2765319144030713,0,1,3,0,3,1,1,4,1,2,-0.171585844
681,22 King's Road,Kensington,3,3,-0.269304903,-0.824777514,1,1,2,1,3,2,1,3,1,0,0.8023504415362872
682,145 Strand,Camden,4,2,-0.131438439,1.1369299057007423,1,1,1,2,0,1,0,0,1,0,-0.414159411
683,134 Bond Street,Shoreditch,2,2,-0.596737753,-1.478679988,1,1,1,1,3,2,0,3,3,1,-0.655138956
684,116 Camden High Street,Camden,4,2,0.2821609502526334,0.6206911109221397,1,1,1,2,3,1,0,1,3,2,-0.130170845
685,47 Bond Street,Islington,1,1,-1.647969535,-0.824777514,1,1,2,2,3,2,2,0,1,2,-1.504601551
686,156 Strand,Kensington,1,3,-0.458871289,-1.409848149,1,1,2,0,2,1,3,1,3,0,-0.321770967
687,127 Bond Street,Westminster,3,1,-1.3550033,0.6895229502259533,0,1,2,2,3,0,0,0,2,1,-0.9311631
688,58 Baker Street,Westminster,4,2,-0.717370908,0.2765319144030713,0,0,1,0,1,2,2,0,1,2,-0.61986794
689,169 Oxford Street,Marylebone,2,1,1.298926116374015,0.24211599475116447,0,0,2,0,0,0,0,3,2,1,0.46556912873263495
690,106 Fleet Street,Camden,1,2,1.1438263452707533,-0.721529756,0,1,1,2,2,0,3,4,1,2,0.46147200201842564
691,21 Regent Street,Marylebone,3,2,1.695292198,0.41419559301069864,0,0,3,0,2,0,3,3,2,2,0.7272573109787162
692,74 King's Road,Marylebone,4,3,0.6612937240606062,-0.721529756,1,1,3,2,1,2,3,0,3,1,0.4723957769651414
693,172 Piccadilly Circus,Soho,3,2,-0.010805284,0.7239388698778602,0,0,1,2,3,1,0,3,0,1,-0.19570553
694,143 Piccadilly Circus,Islington,2,2,-0.924170603,-1.444264068,1,1,3,2,0,2,1,1,0,1,-1.04585079
695,191 Regent Street,Greenwich,4,1,0.7474602635624181,1.1025139860488353,0,1,1,2,3,1,1,3,2,1,-0.337699813
696,42 Fleet Street,Islington,2,3,0.2132277186511838,1.1025139860488353,1,0,2,2,2,0,0,1,2,0,-0.324956737
697,189 Park Lane,Shoreditch,5,1,0.3338608739537206,-0.790361595,0,1,1,2,3,0,0,4,3,1,-0.402326554
698,34 Camden High Street,Marylebone,2,3,-0.596737753,0.48302743231451234,1,0,1,0,1,1,3,4,2,0,-0.785983047
699,199 King's Road,Kensington,2,3,-0.148671747,1.205761745004556,1,0,3,0,1,1,1,4,1,1,-0.062358335
700,150 Fleet Street,Chelsea,5,2,-1.561802995,1.0336821467450217,1,0,3,0,1,1,0,0,3,1,-1.199375282
701,144 Strand,Islington,4,3,-0.958637219,1.0680980663969286,0,1,2,1,1,0,1,4,3,2,-0.811014091
702,108 Park Lane,Chelsea,4,1,-1.647969535,1.6875846201312517,1,1,3,1,3,0,2,1,1,1,-0.865627277
703,177 Bond Street,Chelsea,1,1,0.5578938766584318,0.2765319144030713,1,1,1,1,1,0,2,3,0,2,2.0470759692632994
704,151 Baker Street,Greenwich,3,1,-0.682904292,0.75835479,0,0,3,0,3,2,1,4,0,0,-1.26005622
705,116 Baker Street,Soho,1,3,-0.165905055,-0.033211362,0,0,1,2,2,1,0,4,2,1,-0.31039322
706,58 Fleet Street,Soho,1,3,1.3506260400751022,-0.446202398,1,0,3,0,0,1,3,4,2,2,0.32676061467167017
707,172 Camden High Street,Greenwich,1,1,0.7302269556620558,-0.996857113,1,1,2,1,1,2,2,1,3,2,0.090103476
708,182 Fleet Street,Marylebone,4,2,0.2304610265515462,-0.893609354,0,0,1,1,2,2,2,1,1,0,0.6874351962890951
709,178 Piccadilly Circus,Islington,4,3,1.178292961071478,-0.067627282,1,0,2,2,0,1,1,1,1,2,0.28671094504096556
710,13 Bond Street,Camden,5,3,1.1955262689718407,0.9992662270931149,1,0,1,2,1,2,1,4,0,0,0.49697057282745927
711,50 Piccadilly Circus,Chelsea,2,3,-0.338238134,1.2401776646564626,1,1,1,1,0,1,2,1,0,0,0.8637902756288454
712,22 King's Road,Islington,3,1,0.9370266504664045,0.6895229502259533,1,1,2,1,0,2,3,1,1,2,0.6908485204053483
713,128 Fleet Street,Kensington,4,1,1.5746590427798133,-1.581927747,0,0,1,0,3,2,3,2,0,2,1.378822200431474
714,84 Fleet Street,Westminster,3,3,-1.165436913,-1.100104872,0,0,2,0,2,2,1,2,2,2,-0.974853648
715,37 King's Road,Westminster,2,3,1.6091256585805382,1.3778413432640901,0,1,3,1,2,0,1,4,3,1,2.8822026030399237
716,52 Piccadilly Circus,Greenwich,3,1,1.1438263452707533,0.6895229502259533,0,0,1,0,3,0,0,1,1,1,-0.456028383
717,160 Baker Street,Kensington,4,3,-0.131438439,-1.031273032,1,0,2,0,0,2,3,0,1,0,-0.04794728
718,155 King's Road,Marylebone,4,3,-1.406703224,0.9992662270931149,0,1,1,1,0,1,1,3,1,0,-0.933893759
719,16 Regent Street,Kensington,3,1,0.7302269556620558,-1.100104872,1,0,2,0,3,0,3,3,2,0,0.6726441251186643
720,173 King's Road,Greenwich,5,3,0.8853267267653174,-0.755945675,0,0,2,1,1,1,3,1,3,0,0.19250319943237637
721,141 Park Lane,Chelsea,4,3,-1.079270374,-1.031273032,0,1,2,1,0,0,2,1,3,2,-0.114695971
722,192 King's Road,Notting Hill,3,1,-0.010805284,0.75835479,0,1,2,1,2,1,2,4,0,2,0.6180309392586126
723,127 Fleet Street,Greenwich,5,3,1.6780588901819877,-1.031273032,0,1,2,1,3,2,2,3,2,1,0.7158795639245387
724,96 King's Road,Camden,5,3,-1.475636456,-0.859193434,1,1,3,0,3,0,2,0,3,0,-1.463339014
725,23 Regent Street,Marylebone,1,1,-0.37270475,-1.581927747,1,1,3,1,2,0,3,1,3,0,0.090103476
726,84 Camden High Street,Chelsea,1,3,-1.165436913,0.41419559301069864,1,0,2,0,2,0,2,0,1,2,-0.850457326
727,119 Regent Street,Westminster,2,1,0.7646935714627806,-1.341016309,0,1,3,2,2,1,1,1,0,0,1.0840634585977207
728,166 King's Road,Kensington,4,2,-1.303303377,-1.375432229,1,0,2,1,0,2,1,1,2,1,-0.494712723
729,68 Oxford Street,Shoreditch,2,2,1.4540258874772765,0.20770007509925764,0,1,2,2,1,0,3,1,1,0,0.24848171493892937
730,20 Camden High Street,Chelsea,4,3,-0.803537447,1.3434254236121832,0,1,3,0,1,2,2,3,0,2,-0.531880409
731,193 Strand,Shoreditch,2,3,0.45449402925625737,-1.031273032,1,1,3,0,1,1,1,4,1,1,-0.625936831
732,154 Strand,Kensington,4,2,-0.872470679,-0.962441193,1,1,1,2,2,1,2,2,0,1,-0.382300582
733,169 King's Road,Camden,3,1,0.8336268030642302,1.618752780827438,1,0,2,2,3,2,3,3,2,0,0.24848057716422395
734,151 Fleet Street,Camden,4,2,-0.889703987,-0.033211362,1,1,2,0,1,1,1,3,0,1,-1.128074355
735,39 Fleet Street,Marylebone,2,3,-0.424404674,-0.30853872,1,1,2,1,3,0,2,2,0,2,0.038903614200980895
736,82 Oxford Street,Camden,1,3,0.4027941055551702,-1.065688952,0,1,1,2,3,2,2,3,1,0,-0.047340846
737,93 Park Lane,Camden,5,2,-1.182670221,-0.033211362,1,1,1,0,3,1,0,1,0,2,-1.295706115
738,78 Fleet Street,Marylebone,2,1,-0.441637982,-1.444264068,1,1,3,0,1,0,0,0,3,0,-0.683583324
739,124 Bond Street,Kensington,3,1,1.0231931899682165,1.5499209415236241,1,1,2,2,3,2,2,3,2,0,1.5200575879390947
740,179 Piccadilly Circus,Notting Hill,5,3,-0.527804521,0.4486115126626055,0,0,2,1,0,2,0,2,1,1,0.071899081
741,42 Baker Street,Westminster,3,2,1.471259195377639,0.001204557,1,0,1,2,1,0,1,3,1,1,1.7558056446763568
742,102 King's Road,Marylebone,2,3,-1.096503682,-0.102043202,1,1,2,1,1,0,1,0,0,1,-0.626694588
743,113 Strand,Greenwich,3,2,0.7129936477616934,-0.515034238,1,0,3,2,3,0,1,3,3,1,-0.355904209
744,128 Park Lane,Soho,5,2,-0.424404674,-0.859193434,1,1,1,2,2,0,1,4,3,1,-0.501539371
745,153 Baker Street,Greenwich,4,2,-0.958637219,0.8271866288335807,0,0,1,1,3,0,3,4,2,0,-1.024915735
746,107 Bond Street,Islington,2,3,0.7646935714627806,1.5499209415236241,0,0,1,2,2,1,3,4,2,0,0.024567653
747,37 Strand,Shoreditch,1,1,1.0576598057689415,-0.136459121,1,0,2,1,2,1,1,3,3,1,0.5463511328172947
748,5 Fleet Street,Notting Hill,3,3,-0.183138363,0.3797796733587918,1,0,1,2,1,0,2,3,0,1,-0.07009634
749,182 Fleet Street,Greenwich,1,3,-1.062037066,-0.859193434,1,0,1,0,2,2,1,3,0,2,-1.426930223
750,12 Oxford Street,Islington,3,2,-0.803537447,1.171345825352649,0,1,3,1,1,1,1,3,2,0,-0.688134423
751,116 Bond Street,Soho,3,1,0.5061939529573446,-1.444264068,0,1,2,1,3,0,0,1,1,2,0.7568394533195775
752,107 Oxford Street,Islington,5,2,0.04089464,1.618752780827438,0,0,1,2,1,0,0,3,0,2,-0.434183108
753,197 Bond Street,Notting Hill,2,1,1.6608255822816254,1.2401776646564626,1,1,2,2,1,0,2,4,1,0,1.4882010339621035
754,43 King's Road,Soho,5,2,0.2821609502526334,-0.515034238,0,1,2,2,2,0,0,3,3,0,0.020926774
755,100 Bond Street,Islington,4,3,-1.268836761,-0.790361595,1,0,2,0,2,1,0,2,3,0,-1.402656938
756,171 Strand,Chelsea,2,2,-1.234370145,0.551859272,1,1,1,1,3,0,2,0,2,2,-0.319495418
757,15 Park Lane,Kensington,3,1,0.5923604924591566,1.6531687004793447,0,1,3,2,0,2,1,1,3,0,1.0877031998803521
758,195 Camden High Street,Chelsea,2,1,-1.234370145,-1.513095907,1,0,1,1,1,1,0,4,1,0,-0.319495418
759,13 Camden High Street,Greenwich,4,1,-0.148671747,-0.962441193,0,0,2,2,0,1,3,4,2,1,-0.811014091
760,177 Piccadilly Circus,Camden,2,2,0.954259958,1.171345825352649,1,0,3,0,2,1,1,2,0,0,-0.072978324
761,66 Camden High Street,Shoreditch,4,2,-0.803537447,-0.755945675,0,0,1,2,3,1,1,1,1,2,-1.063146103
762,190 Fleet Street,Islington,2,3,1.298926116374015,0.41419559301069864,1,1,3,0,0,1,2,0,1,2,-0.046429489
763,189 Oxford Street,Chelsea,2,1,-0.769070832,-1.23776855,0,1,3,2,0,1,2,0,2,1,-0.182962453
764,90 King's Road,Chelsea,5,3,0.12706117914937182,0.31094783405497817,1,0,3,1,1,0,3,0,3,0,1.4781886165544273
765,116 King's Road,Islington,4,3,1.6263589664809006,-1.27218447,1,0,1,2,1,0,1,0,3,0,0.5706995115132345
766,54 Baker Street,Greenwich,2,1,1.4195592716765517,-1.581927747,1,1,2,1,3,0,0,2,3,0,0.5452133581118771
767,85 Baker Street,Westminster,2,1,0.523427261,0.6895229502259533,1,1,1,0,2,1,1,1,3,1,0.363169405
768,37 Oxford Street,Soho,3,1,0.7302269556620558,-0.23970688,1,1,1,0,1,2,2,0,2,2,-0.055531686
769,188 Baker Street,Westminster,5,3,0.781926879,-0.755945675,1,1,1,0,2,1,2,0,1,1,0.567968852
770,50 Piccadilly Circus,Greenwich,3,3,-0.131438439,0.2765319144030713,1,0,3,2,0,2,2,2,3,2,-0.801911893
771,77 Oxford Street,Islington,3,1,0.4717273371566198,1.2401776646564626,1,0,2,0,0,0,3,4,2,0,-0.483334976
772,8 Oxford Street,Marylebone,4,1,-0.924170603,1.0680980663969286,0,0,2,1,2,1,1,3,2,0,-0.456028383
773,75 King's Road,Shoreditch,1,3,-0.579504445,-0.962441193,1,0,1,0,2,1,2,4,1,1,-1.126557701
774,32 Strand,Shoreditch,1,2,1.5401924269790885,-0.721529756,0,0,2,0,2,1,3,2,1,2,-0.100284917
775,42 Bond Street,Greenwich,1,3,-1.492869763,-0.102043202,0,0,3,0,0,0,1,4,2,1,-1.616558582
776,104 Baker Street,Islington,1,1,-0.148671747,0.7239388698778602,1,0,1,1,2,2,1,1,3,2,-0.169309157
777,128 Fleet Street,Kensington,2,1,1.1438263452707533,0.9992662270931149,0,1,1,1,0,0,2,1,2,0,2.5750034325771325
778,8 Fleet Street,Shoreditch,1,3,-0.217604979,1.3090095039602765,1,0,3,2,0,2,1,4,1,0,-0.722722774
779,195 Fleet Street,Greenwich,1,2,-1.286070069,-0.687113836,1,0,1,2,1,1,2,1,3,2,-1.411759135
780,170 Bond Street,Chelsea,2,3,1.1438263452707533,-1.30660039,0,1,3,0,0,1,3,4,2,0,1.1823671931458137
781,186 Oxford Street,Kensington,4,2,0.04089464,1.0680980663969286,0,1,2,2,0,0,1,1,3,1,0.5342907209398667
782,82 Fleet Street,Westminster,1,3,-1.579036303,1.4810891022198105,1,1,1,2,3,1,2,3,3,0,-1.144154524
783,117 Strand,Westminster,3,2,-0.906937295,-0.928025273,1,0,2,0,2,2,1,4,1,2,-0.770054201
784,20 Bond Street,Kensington,1,2,1.4884925032780014,0.41419559301069864,0,0,2,2,2,2,1,2,3,2,1.987000327042537
785,163 Regent Street,Notting Hill,3,2,0.075361255,0.8960184681373944,0,0,2,0,1,1,2,2,0,0,-0.225440134
786,37 Regent Street,Notting Hill,1,3,1.1610596531711157,-1.616343666,1,1,3,0,2,0,0,1,2,0,0.5391444678331788
787,87 Park Lane,Islington,5,3,0.14429448704973422,0.41419559301069864,1,1,3,0,1,2,2,3,3,0,-0.656276731
788,38 Oxford Street,Notting Hill,3,3,-0.131438439,1.618752780827438,0,0,1,2,1,2,2,2,2,1,-0.026405792
789,178 Park Lane,Marylebone,5,1,1.5229591190787262,1.3090095039602765,0,1,1,0,3,1,3,0,0,0,0.6134798404369417
790,35 Oxford Street,Soho,1,1,-0.010805284,1.0336821467450217,0,1,2,1,3,1,1,4,1,0,0.2789740770441249
791,132 Baker Street,Greenwich,1,2,-1.561802995,-0.067627282,1,1,2,2,0,0,0,4,2,1,-1.557394298
792,24 Park Lane,Islington,3,2,1.3506260400751022,-1.065688952,1,1,2,1,3,2,1,3,3,2,1.0185276355656585
793,123 Park Lane,Marylebone,2,3,-1.096503682,0.8960184681373944,1,1,1,0,1,0,3,0,3,1,-1.115937712
794,83 King's Road,Notting Hill,5,1,0.9370266504664045,1.4122572629159968,0,0,3,0,1,2,0,1,2,0,0.3813738005317219
795,79 Camden High Street,Notting Hill,5,1,-1.68243615,0.20770007509925764,0,0,2,1,2,2,1,2,0,1,-1.147795404
796,121 Fleet Street,Marylebone,4,3,0.1098278712490094,1.5499209415236241,0,0,3,0,1,1,3,1,0,0,-0.319495418
797,39 Strand,Camden,3,1,-0.183138363,0.8271866288335807,1,0,2,2,0,1,1,3,0,0,-0.449657982
798,190 Regent Street,Marylebone,3,3,1.3678593479754646,-1.27218447,1,1,1,2,0,1,1,3,0,0,1.0321809320306716
799,132 Oxford Street,Camden,4,3,-1.217136837,-0.721529756,0,1,1,0,2,2,3,3,0,0,-1.315428302
800,178 Piccadilly Circus,Shoreditch,5,3,1.7125255059827125,-1.27218447,1,0,2,2,3,1,3,4,3,1,0.3986679760540716
801,55 Strand,Camden,3,3,0.3683274897544454,-0.549450157,1,0,2,1,2,2,0,1,0,0,0.4348492116863559
802,176 Fleet Street,Camden,5,1,-1.423936532,1.1369299057007423,0,0,3,0,1,2,0,1,2,1,-1.433756871
803,72 Camden High Street,Islington,5,1,-0.493337905,0.9304343877893012,0,1,1,1,0,2,3,1,1,1,-0.442375086
804,95 Park Lane,Greenwich,1,2,0.4717273371566198,1.0336821467450217,1,1,2,1,0,2,2,3,0,2,-0.08056273
805,183 Strand,Westminster,5,1,-0.7001376,-0.859193434,1,0,2,0,2,1,2,4,2,1,-0.606214644
806,2 Bond Street,Westminster,1,2,-1.268836761,0.964850307,1,0,3,0,3,2,1,4,3,1,-1.056773427
807,90 Camden High Street,Notting Hill,4,2,-1.647969535,-0.30853872,0,0,2,2,2,0,3,4,0,1,-1.307994082
808,73 Baker Street,Marylebone,2,3,-0.0452719,0.75835479,1,0,2,0,1,0,3,3,3,2,-0.421895141
809,8 Baker Street,Kensington,5,1,1.2299928847725654,-1.341016309,1,0,1,0,0,1,2,4,0,1,1.0905863209838806
810,107 Piccadilly Circus,Shoreditch,1,1,0.16152779495009661,-1.23776855,0,0,3,2,1,2,2,4,2,2,-0.502449591
811,20 Fleet Street,Islington,1,2,1.557425734879451,1.5499209415236241,1,1,3,0,2,2,1,0,1,0,0.090103476
812,21 King's Road,Shoreditch,4,1,-1.148203605,-0.377370559,0,0,2,1,3,0,1,1,3,2,-1.055635652
813,136 Piccadilly Circus,Kensington,5,1,-1.579036303,-0.549450157,0,1,1,2,2,1,3,4,1,2,-1.091362916
814,177 Piccadilly Circus,Greenwich,1,3,0.9714932662671294,-1.134520791,0,0,2,1,3,1,1,0,1,2,0.24939193470326357
815,17 Camden High Street,Soho,5,2,-0.872470679,-0.996857113,0,0,3,0,2,1,2,3,2,0,-1.043120131
816,19 Piccadilly Circus,Chelsea,4,1,-1.11373699,1.1369299057007423,0,1,2,2,2,0,1,0,0,2,-0.547050359
817,99 Oxford Street,Kensington,4,1,-0.0452719,1.1369299057007423,1,1,3,2,1,0,2,1,1,0,0.44781984332811814
818,31 Baker Street,Greenwich,2,2,0.954259958,-0.618281997,0,1,3,1,1,1,2,2,0,2,0.23801418764908613
819,2 Bond Street,Islington,1,3,0.868093419,-0.30853872,0,0,1,0,2,2,3,0,1,0,-0.27398443
820,180 Camden High Street,Notting Hill,3,1,-0.510571213,-1.23776855,1,1,2,0,0,0,2,2,0,0,-0.638072336
821,184 Piccadilly Circus,Soho,3,2,1.6263589664809006,0.3797796733587918,0,1,2,2,2,1,3,4,3,1,1.014886756508322
822,133 Baker Street,Westminster,1,1,1.3506260400751022,0.5862751912702329,0,1,2,1,1,0,3,4,1,2,2.5750034325771325
823,35 Oxford Street,Islington,3,2,0.351094182,-0.790361595,0,0,3,2,2,0,2,4,0,0,-0.237575639
824,147 Oxford Street,Marylebone,5,1,0.2993942581529958,0.001204557,0,1,3,2,1,1,1,0,0,0,0.1856765511998699
825,178 Park Lane,Islington,5,2,1.6091256585805382,-0.23970688,1,0,2,1,3,0,1,3,2,2,1.2233270825408527
826,32 Oxford Street,Kensington,2,1,-1.665202842,-0.102043202,0,1,2,0,2,0,3,3,1,0,-1.330598252
827,64 Strand,Westminster,3,2,-0.200371671,-1.547511827,0,1,1,0,1,0,3,2,3,2,-0.210269046
828,161 Piccadilly Circus,Camden,3,3,-1.372236608,-0.790361595,1,0,3,0,2,1,0,3,1,2,-1.404174729
829,111 Baker Street,Shoreditch,4,3,-1.613502919,-0.30853872,0,1,1,0,2,0,3,2,0,1,-1.627178571
830,198 Baker Street,Soho,2,3,-0.527804521,-0.893609354,1,0,3,2,0,1,2,3,3,2,-0.577997831
831,62 Bond Street,Westminster,3,3,-1.492869763,0.070036396,0,1,3,2,1,0,2,0,1,2,-1.062234746
832,141 King's Road,Greenwich,1,1,0.9197933425660422,0.001204557,0,0,3,1,2,1,0,1,1,0,0.21525869354073124
833,25 Piccadilly Circus,Marylebone,5,1,-0.889703987,-1.444264068,0,1,3,2,0,0,0,4,2,2,-0.756400905
834,178 Fleet Street,Marylebone,3,1,1.4884925032780014,0.9304343877893012,0,0,3,2,2,2,3,3,3,1,1.1277540072857621
835,139 Camden High Street,Shoreditch,1,1,-0.855237371,-1.30660039,1,1,2,2,3,2,0,3,0,0,-1.093183355
836,172 King's Road,Marylebone,3,1,0.2993942581529958,0.551859272,0,1,1,2,1,0,0,1,3,1,0.1856765511998699
837,29 King's Road,Shoreditch,1,3,-1.3550033,-1.30660039,1,1,3,2,2,0,3,1,2,2,-1.38354346
838,156 Bond Street,Greenwich,2,1,0.2821609502526334,0.3797796733587918,1,1,2,2,3,0,3,0,2,1,-0.58345915
839,81 Strand,Westminster,5,2,1.3333927321747399,0.20770007509925764,0,1,3,2,0,1,0,0,0,2,1.6247339986122327
840,166 Baker Street,Soho,4,1,1.3333927321747399,0.551859272,0,0,1,2,1,1,2,1,3,0,0.7982544525967833
841,96 Baker Street,Greenwich,2,2,1.0059598820678541,-0.893609354,0,1,1,0,0,2,3,3,0,1,-0.516710459
842,146 Strand,Notting Hill,1,1,-0.7001376,-1.134520791,0,0,3,2,1,0,0,4,1,0,-0.507001827
843,129 Oxford Street,Kensington,3,3,-0.906937295,-1.23776855,1,1,2,1,2,0,1,3,0,1,0.002493686
844,104 Fleet Street,Greenwich,5,1,-1.010337142,-0.893609354,0,1,3,1,1,1,2,2,0,0,-1.059048977
845,92 Regent Street,Camden,5,2,-0.78630414,-1.23776855,0,1,1,2,2,1,1,0,3,0,-0.863807975
846,139 Piccadilly Circus,Westminster,4,3,0.9025600346656798,1.5499209415236241,1,1,3,1,1,2,2,0,3,2,2.0425248704416283
847,199 Fleet Street,Notting Hill,2,3,-0.028038592,-1.27218447,1,1,3,0,2,1,3,3,3,1,-0.298257715
848,138 Park Lane,Islington,3,2,-1.234370145,1.3090095039602765,1,1,3,0,2,2,0,3,3,1,-1.384452542
849,65 Strand,Westminster,5,3,0.058127948,1.2401776646564626,1,0,1,1,2,0,0,1,2,0,1.039007580263178
850,13 Oxford Street,Westminster,1,1,-1.165436913,-0.824777514,0,1,3,1,1,0,1,0,0,1,-0.415068493
851,138 Park Lane,Kensington,4,3,0.523427261,0.4486115126626055,0,1,3,2,3,0,0,2,2,2,1.0185276355656585
852,166 Piccadilly Circus,Camden,2,2,-1.010337142,-0.480618318,1,1,1,0,1,2,0,4,0,0,-1.197099733
853,53 Bond Street,Kensington,3,2,-0.096971824,0.345363754,1,0,1,2,3,0,0,0,2,1,0.395937317
854,68 Regent Street,Notting Hill,1,3,0.5923604924591566,-1.616343666,0,0,2,2,1,2,0,2,2,1,0.5852618899678762
855,133 Regent Street,Chelsea,4,1,1.6263589664809006,-0.067627282,1,1,2,2,1,2,3,2,3,0,2.3474484914935836
856,32 Regent Street,Notting Hill,3,3,0.04089464,0.551859272,1,1,3,1,2,2,1,0,1,0,0.6726441251186643
857,77 Bond Street,Chelsea,3,3,0.6095938003595189,0.7927707091816738,1,1,2,2,0,2,2,1,2,2,1.2733891695792332
858,101 Fleet Street,Shoreditch,3,3,-0.838004063,-0.618281997,0,0,3,0,2,1,0,1,0,0,-1.251712918
859,52 Regent Street,Kensington,1,1,-0.545037829,-1.100104872,1,0,3,0,0,0,3,0,2,2,-0.393830791
860,24 Park Lane,Shoreditch,1,1,-1.458403148,0.20770007509925764,0,1,1,1,0,2,0,0,2,1,-1.280915044
861,34 King's Road,Marylebone,3,2,0.178761103,-0.067627282,0,1,2,2,0,2,3,2,1,0,0.090103476
862,49 Camden High Street,Shoreditch,4,3,-1.44116984,-0.102043202,1,1,1,2,3,2,1,2,2,2,-1.43360441
863,40 King's Road,Chelsea,1,3,-0.78630414,-0.996857113,1,0,2,0,2,2,1,0,3,1,-0.516710459
864,68 Bond Street,Kensington,2,3,-1.423936532,1.618752780827438,1,0,2,0,1,2,1,0,1,2,-1.12883325
865,18 Bond Street,Greenwich,1,1,0.6268271082598814,0.7239388698778602,0,1,3,2,2,1,0,1,3,1,-0.401415197
866,149 Camden High Street,Notting Hill,3,3,-0.269304903,-0.893609354,1,0,1,0,2,2,2,4,3,1,-0.468165025
867,195 Fleet Street,Marylebone,3,1,1.3333927321747399,-1.650759586,0,0,2,1,1,2,1,3,0,2,1.7796989134901295
868,94 Bond Street,Marylebone,4,3,-1.527336379,1.4466731825679038,0,1,1,0,2,2,3,1,1,2,-1.400381388
869,171 Strand,Camden,1,3,0.023661332,-0.962441193,0,0,3,1,3,2,3,4,2,0,0.13902665050303697
870,17 King's Road,Soho,3,1,1.3506260400751022,-1.616343666,1,1,2,1,3,0,1,4,2,0,1.537352901
871,106 Oxford Street,Kensington,2,1,-0.114205131,1.4466731825679038,1,1,3,2,1,1,3,1,1,1,0.3786431412387193
872,49 Camden High Street,Chelsea,2,2,0.954259958,-1.581927747,1,1,3,2,3,1,1,0,3,2,1.6374770753129115
873,65 Strand,Islington,5,3,-1.579036303,-0.30853872,0,0,1,2,1,2,1,1,1,0,-1.460911002
874,61 Regent Street,Notting Hill,2,2,-1.062037066,1.4810891022198105,0,1,3,2,3,1,1,4,3,0,-0.81283453
875,38 Piccadilly Circus,Shoreditch,5,3,-1.665202842,1.4122572629159968,1,0,1,0,0,1,1,4,2,0,-1.652209615
876,43 Camden High Street,Camden,4,3,-0.234838287,1.3778413432640901,0,0,3,2,0,0,1,2,2,1,-0.485156553
877,8 Regent Street,Chelsea,2,2,0.9887265741674918,1.171345825352649,1,0,3,2,2,2,3,4,2,1,1.6738858658862792
878,31 Baker Street,Greenwich,3,2,-0.200371671,0.9304343877893012,0,0,2,1,1,1,2,1,3,1,-0.524294865
879,156 Park Lane,Chelsea,1,3,1.2472261926729278,1.3434254236121832,0,1,2,0,1,0,1,0,1,2,1.2733891695792332
880,23 Strand,Marylebone,4,3,-0.165905055,-0.618281997,0,0,1,1,0,0,1,0,2,0,0.29490292291997333
